Date;S&P 500 Open;S&P 500 High;S&P 500 Low;S&P 500 Close*;S&P 500 Volume
Nov 17 2020;3610.31;3623.11;3588.68;3609.53;4799570000
Nov 16 2020;3600.16;3628.51;3600.16;3626.91;5281980000
Nov 13 2020;3552.57;3593.66;3552.57;3585.15;4709670000
Nov 12 2020;3562.67;3569.02;3518.58;3537.01;4890120000
Nov 11 2020;3563.22;3581.16;3557.00;3572.66;4609970000
Nov 10 2020;3543.26;3557.22;3511.91;3545.53;6024230000
Nov 09 2020;3583.04;3645.99;3547.48;3550.50;8556610000
Nov 06 2020;3508.34;3521.58;3484.34;3509.44;4833950000
Nov 05 2020;3485.74;3529.05;3485.74;3510.45;4841190000
Nov 04 2020;3406.46;3486.25;3405.17;3443.44;4783040000
Nov 03 2020;3336.25;3389.49;3336.25;3369.16;4220070000
Nov 02 2020;3296.20;3330.14;3279.74;3310.24;4310590000
Oct 30 2020;3293.59;3304.93;3233.94;3269.96;4840450000
Oct 29 2020;3277.17;3341.05;3259.82;3310.11;4903070000
Oct 28 2020;3342.48;3342.48;3268.89;3271.03;5129860000
Oct 27 2020;3403.15;3409.51;3388.71;3390.68;3946990000
Oct 26 2020;3441.42;3441.42;3364.86;3400.97;3988080000
Oct 23 2020;3464.90;3466.46;3440.45;3465.39;3646570000
Oct 22 2020;3438.50;3460.53;3415.34;3453.49;4163630000
Oct 21 2020;3439.91;3464.86;3433.06;3435.56;4097750000
Oct 20 2020;3439.38;3476.93;3435.65;3443.12;3901260000
Oct 19 2020;3493.66;3502.42;3419.93;3426.92;4086200000
Oct 16 2020;3493.50;3515.76;3480.45;3483.81;4675890000
Oct 15 2020;3453.72;3489.08;3440.89;3483.34;3717640000
Oct 14 2020;3515.47;3527.94;3480.55;3488.67;3840630000
Oct 13 2020;3534.01;3534.01;3500.86;3511.93;3605150000
Oct 12 2020;3500.02;3549.85;3499.61;3534.22;3428970000
Oct 09 2020;3459.67;3482.34;3458.07;3477.14;3939060000
Oct 08 2020;3434.28;3447.28;3428.15;3446.83;3856190000
Oct 07 2020;3384.56;3426.26;3384.56;3419.44;3807830000
Oct 06 2020;3408.74;3431.56;3354.54;3360.97;4443380000
Oct 05 2020;3367.27;3409.57;3367.27;3408.60;3686920000
Oct 02 2020;3338.94;3369.10;3323.69;3348.42;3961550000
Oct 01 2020;3385.87;3397.18;3361.39;3380.80;4070530000
Sep 30 2020;3341.21;3393.56;3340.47;3363.00;4722530000
Sep 29 2020;3350.92;3357.92;3327.54;3335.47;3651880000
Sep 28 2020;3333.90;3360.74;3332.91;3351.60;3946060000
Sep 25 2020;3236.66;3306.88;3228.44;3298.46;3792220000
Sep 24 2020;3226.14;3278.70;3209.45;3246.59;4599470000
Sep 23 2020;3320.11;3323.35;3232.57;3236.92;4364500000
Sep 22 2020;3295.75;3320.31;3270.95;3315.57;3963300000
Sep 21 2020;3285.57;3285.57;3229.10;3281.06;4828350000
Sep 18 2020;3357.38;3362.27;3292.40;3319.47;7068700000
Sep 17 2020;3346.86;3375.17;3328.82;3357.01;4371940000
Sep 16 2020;3411.23;3428.92;3384.45;3385.49;4710030000
Sep 15 2020;3407.73;3419.48;3389.25;3401.20;4051460000
Sep 14 2020;3363.56;3402.93;3363.56;3383.54;3832130000
Sep 11 2020;3352.70;3368.95;3310.47;3340.97;3704450000
Sep 10 2020;3412.56;3425.55;3329.25;3339.19;4192250000
Sep 09 2020;3369.82;3424.77;3366.84;3398.96;3920830000
Sep 08 2020;3371.88;3379.97;3329.27;3331.84;4665600000
Sep 04 2020;3453.60;3479.15;3349.63;3426.96;4431440000
Sep 03 2020;3564.74;3564.85;3427.41;3455.06;4898680000
Sep 02 2020;3543.76;3588.11;3535.23;3580.84;4285190000
Sep 01 2020;3507.44;3528.03;3494.60;3526.65;4083110000
Aug 31 2020;3509.73;3514.77;3493.25;3500.31;4342290000
Aug 28 2020;3494.69;3509.23;3484.32;3508.01;3855880000
Aug 27 2020;3485.14;3501.38;3468.35;3484.55;3929560000
Aug 26 2020;3449.97;3481.07;3444.15;3478.73;3754360000
Aug 25 2020;3435.95;3444.21;3425.84;3443.62;3619300000
Aug 24 2020;3418.09;3432.09;3413.13;3431.28;3728690000
Aug 21 2020;3386.01;3399.96;3379.31;3397.16;3705420000
Aug 20 2020;3360.48;3390.80;3354.69;3385.51;3642850000
Aug 19 2020;3392.51;3399.54;3369.66;3374.85;3884480000
Aug 18 2020;3387.04;3395.06;3370.15;3389.78;3881310000
Aug 17 2020;3380.86;3387.59;3379.22;3381.99;3671290000
Aug 14 2020;3368.66;3378.51;3361.64;3372.85;3193400000
Aug 13 2020;3372.95;3387.24;3363.35;3373.43;3648810000
Aug 12 2020;3355.46;3387.89;3355.46;3380.35;3768560000
Aug 11 2020;3370.34;3381.01;3326.44;3333.69;5087650000
Aug 10 2020;3356.04;3363.29;3335.44;3360.47;4318570000
Aug 07 2020;3340.05;3352.54;3328.72;3351.28;4104860000
Aug 06 2020;3323.17;3351.03;3318.14;3349.16;4267490000
Aug 05 2020;3317.37;3330.77;3317.37;3327.77;4732220000
Aug 04 2020;3289.92;3306.84;3286.37;3306.51;4621670000
Aug 03 2020;3288.26;3302.73;3284.53;3294.61;4643640000
Jul 31 2020;3270.45;3272.17;3220.26;3271.12;5117260000
Jul 30 2020;3231.76;3250.92;3204.13;3246.22;4254010000
Jul 29 2020;3227.22;3264.74;3227.22;3258.44;4676300000
Jul 28 2020;3234.27;3243.72;3216.17;3218.44;4027890000
Jul 27 2020;3219.84;3241.43;3214.25;3239.41;3963910000
Jul 24 2020;3218.58;3227.26;3200.05;3215.63;3894900000
Jul 23 2020;3271.64;3279.99;3222.66;3235.66;4290460000
Jul 22 2020;3254.86;3279.32;3253.10;3276.02;4255190000
Jul 21 2020;3268.52;3277.29;3247.77;3257.30;4547960000
Jul 20 2020;3224.29;3258.61;3215.16;3251.84;3971200000
Jul 17 2020;3224.21;3233.52;3205.65;3224.73;3993830000
Jul 16 2020;3208.36;3220.39;3198.59;3215.57;3961230000
Jul 15 2020;3225.98;3238.28;3200.76;3226.56;4669760000
Jul 14 2020;3141.11;3200.95;3127.66;3197.52;4476170000
Jul 13 2020;3205.08;3235.32;3149.43;3155.22;4890780000
Jul 10 2020;3152.47;3186.82;3136.22;3185.04;4515340000
Jul 09 2020;3176.17;3179.78;3115.70;3152.05;4829020000
Jul 08 2020;3153.07;3171.80;3136.53;3169.94;4927700000
Jul 07 2020;3166.44;3184.15;3142.93;3145.32;4563700000
Jul 06 2020;3155.29;3182.59;3155.29;3179.72;4736450000
Jul 02 2020;3143.64;3165.81;3124.52;3130.01;4190830000
Jul 01 2020;3105.92;3128.44;3101.17;3115.86;4443130000
Jun 30 2020;3050.20;3111.51;3047.83;3100.29;4696280000
Jun 29 2020;3018.59;3053.89;2999.74;3053.24;4462770000
Jun 26 2020;3073.20;3073.73;3004.63;3009.05;8098120000
Jun 25 2020;3046.60;3086.25;3024.01;3083.76;4815420000
Jun 24 2020;3114.40;3115.01;3032.13;3050.33;5587200000
Jun 23 2020;3138.70;3154.90;3127.12;3131.29;4704830000
Jun 22 2020;3094.42;3120.92;3079.39;3117.86;4665380000
Jun 19 2020;3140.29;3155.53;3083.11;3097.74;8327780000
Jun 18 2020;3101.64;3120.00;3093.51;3115.34;4429030000
Jun 17 2020;3136.13;3141.16;3108.03;3113.49;4549390000
Jun 16 2020;3131.00;3153.45;3076.06;3124.74;5829240000
Jun 15 2020;2993.76;3079.76;2965.66;3066.59;5740660000
Jun 12 2020;3071.04;3088.42;2984.47;3041.31;5832250000
Jun 11 2020;3123.53;3123.53;2999.49;3002.10;7018890000
Jun 10 2020;3213.42;3223.27;3181.49;3190.14;6570840000
Jun 09 2020;3213.32;3222.71;3193.11;3207.18;6382620000
Jun 08 2020;3199.92;3233.13;3196.00;3232.39;8437380000
Jun 05 2020;3163.84;3211.72;3163.84;3193.93;8617590000
Jun 04 2020;3111.56;3128.91;3090.41;3112.35;6428130000
Jun 03 2020;3098.90;3130.94;3098.90;3122.87;5989560000
Jun 02 2020;3064.78;3081.07;3051.64;3080.82;5187230000
Jun 01 2020;3038.78;3062.18;3031.54;3055.73;4673410000
May 29 2020;3025.17;3049.17;2998.61;3044.31;7275080000
May 28 2020;3046.61;3068.67;3023.40;3029.73;5402670000
May 27 2020;3015.65;3036.25;2969.75;3036.13;6371230000
May 26 2020;3004.08;3021.72;2988.17;2991.77;5837060000
May 22 2020;2948.05;2956.76;2933.59;2955.45;3952800000
May 21 2020;2969.95;2978.50;2938.57;2948.51;4966940000
May 20 2020;2953.63;2980.29;2953.63;2971.61;4992970000
May 19 2020;2948.59;2964.21;2922.35;2922.94;4969330000
May 18 2020;2913.86;2968.09;2913.86;2953.91;6364290000
May 15 2020;2829.95;2865.01;2816.78;2863.70;5477040000
May 14 2020;2794.54;2852.80;2766.64;2852.50;5641920000
May 13 2020;2865.86;2874.14;2793.15;2820.00;6143130000
May 12 2020;2939.50;2945.82;2869.59;2870.12;5107710000
May 11 2020;2915.46;2944.25;2903.44;2930.19;4807320000
May 08 2020;2908.83;2932.16;2902.88;2929.80;4857160000
May 07 2020;2878.26;2901.92;2876.48;2881.19;5164640000
May 06 2020;2883.14;2891.11;2847.65;2848.42;4861920000
May 05 2020;2868.88;2898.23;2863.55;2868.44;5129590000
May 04 2020;2815.01;2844.24;2797.85;2842.74;4723140000
May 01 2020;2869.09;2869.09;2821.61;2830.71;4753160000
Apr 30 2020;2930.91;2930.91;2892.47;2912.43;6523120000
Apr 29 2020;2918.46;2954.86;2912.16;2939.51;6620140000
Apr 28 2020;2909.96;2921.15;2860.71;2863.39;5672880000
Apr 27 2020;2854.65;2887.72;2852.89;2878.48;5194260000
Apr 24 2020;2812.64;2842.71;2791.76;2836.74;5374480000
Apr 23 2020;2810.42;2844.90;2794.26;2797.80;5756520000
Apr 22 2020;2787.89;2815.10;2775.95;2799.31;5049660000
Apr 21 2020;2784.81;2785.54;2727.10;2736.56;5075830000
Apr 20 2020;2845.62;2868.98;2820.43;2823.16;5220160000
Apr 17 2020;2842.43;2879.22;2830.88;2874.56;5792140000
Apr 16 2020;2799.34;2806.51;2764.32;2799.55;5179990000
Apr 15 2020;2795.64;2801.88;2761.54;2783.36;5203390000
Apr 14 2020;2805.10;2851.85;2805.10;2846.06;5567400000
Apr 13 2020;2782.46;2782.46;2721.17;2761.63;5274310000
Apr 09 2020;2776.99;2818.57;2762.36;2789.82;7880140000
Apr 08 2020;2685.00;2760.75;2663.30;2749.98;5856370000
Apr 07 2020;2738.65;2756.89;2657.67;2659.41;7040720000
Apr 06 2020;2578.28;2676.85;2574.57;2663.68;6391860000
Apr 03 2020;2514.92;2538.18;2459.96;2488.65;6087190000
Apr 02 2020;2458.54;2533.22;2455.79;2526.90;6454990000
Apr 01 2020;2498.08;2522.75;2447.49;2470.50;5947900000
Mar 31 2020;2614.69;2641.39;2571.15;2584.59;6568290000
Mar 30 2020;2558.98;2631.80;2545.28;2626.65;5746220000
Mar 27 2020;2555.87;2615.91;2520.02;2541.47;6194330000
Mar 26 2020;2501.29;2637.01;2500.72;2630.07;7753160000
Mar 25 2020;2457.77;2571.42;2407.53;2475.56;8285670000
Mar 24 2020;2344.44;2449.71;2344.44;2447.33;7547350000
Mar 23 2020;2290.71;2300.73;2191.86;2237.40;7402180000
Mar 20 2020;2431.94;2453.01;2295.56;2304.92;9044690000
Mar 19 2020;2393.48;2466.97;2319.78;2409.39;7946710000
Mar 18 2020;2436.50;2453.57;2280.52;2398.10;8755780000
Mar 17 2020;2425.66;2553.93;2367.04;2529.19;8358500000
Mar 16 2020;2508.59;2562.98;2380.94;2386.13;7781540000
Mar 13 2020;2569.99;2711.33;2492.37;2711.02;8258670000
Mar 12 2020;2630.86;2660.95;2478.86;2480.64;8829380000
Mar 11 2020;2825.60;2825.60;2707.22;2741.38;7374110000
Mar 10 2020;2813.48;2882.59;2734.00;2882.23;7635960000
Mar 09 2020;2863.89;2863.89;2734.43;2746.56;8423050000
Mar 06 2020;2954.20;2985.93;2901.54;2972.37;6552140000
Mar 05 2020;3075.70;3083.04;2999.83;3023.94;5575550000
Mar 04 2020;3045.75;3130.97;3034.38;3130.12;5035480000
Mar 03 2020;3096.46;3136.72;2976.63;3003.37;6355940000
Mar 02 2020;2974.28;3090.96;2945.19;3090.23;6376400000
Feb 28 2020;2916.90;2959.72;2855.84;2954.22;8563850000
Feb 27 2020;3062.54;3097.07;2977.39;2978.76;7058840000
Feb 26 2020;3139.90;3182.51;3108.99;3116.39;5478110000
Feb 25 2020;3238.94;3246.99;3118.77;3128.21;5591510000
Feb 24 2020;3257.61;3259.81;3214.65;3225.89;4842960000
Feb 21 2020;3360.50;3360.76;3328.45;3337.75;3899270000
Feb 20 2020;3380.45;3389.15;3341.02;3373.23;4007320000
Feb 19 2020;3380.39;3393.52;3378.83;3386.15;3600150000
Feb 18 2020;3369.04;3375.01;3355.61;3370.29;3746720000
Feb 14 2020;3378.08;3380.69;3366.15;3380.16;3398040000
Feb 13 2020;3365.90;3385.09;3360.52;3373.94;3498240000
Feb 12 2020;3370.50;3381.47;3369.72;3379.45;3926380000
Feb 11 2020;3365.87;3375.63;3352.72;3357.75;3760550000
Feb 10 2020;3318.28;3352.26;3317.77;3352.09;3450350000
Feb 07 2020;3335.54;3341.42;3322.12;3327.71;3730650000
Feb 06 2020;3344.92;3347.96;3334.39;3345.78;3868370000
Feb 05 2020;3324.91;3337.58;3313.75;3334.69;4117730000
Feb 04 2020;3280.61;3306.92;3280.61;3297.59;3995320000
Feb 03 2020;3235.66;3268.44;3235.66;3248.92;3757910000
Jan 31 2020;3282.33;3282.33;3214.68;3225.52;4527830000
Jan 30 2020;3256.45;3285.91;3242.80;3283.66;3787250000
Jan 29 2020;3289.46;3293.47;3271.89;3273.40;3584500000
Jan 28 2020;3255.35;3285.78;3253.22;3276.24;3526720000
Jan 27 2020;3247.16;3258.85;3234.50;3243.63;3823100000
Jan 24 2020;3333.10;3333.18;3281.53;3295.47;3707130000
Jan 23 2020;3315.77;3326.88;3301.87;3325.54;3764860000
Jan 22 2020;3330.02;3337.77;3320.04;3321.75;3619850000
Jan 21 2020;3321.03;3329.79;3316.61;3320.79;4105340000
Jan 17 2020;3323.66;3329.88;3318.86;3329.62;3698170000
Jan 16 2020;3302.97;3317.11;3302.82;3316.81;3535080000
Jan 15 2020;3282.27;3298.66;3280.69;3289.29;3716840000
Jan 14 2020;3285.35;3294.25;3277.19;3283.15;3665130000
Jan 13 2020;3271.13;3288.13;3268.43;3288.13;3456380000
Jan 10 2020;3281.81;3282.99;3260.86;3265.35;3212970000
Jan 09 2020;3266.03;3275.58;3263.67;3274.70;3638390000
Jan 08 2020;3238.59;3267.07;3236.67;3253.05;3720890000
Jan 07 2020;3241.86;3244.91;3232.43;3237.18;3420380000
Jan 06 2020;3217.55;3246.84;3214.64;3246.28;3674070000
Jan 03 2020;3226.36;3246.15;3222.34;3234.85;3461290000
Jan 02 2020;3244.67;3258.14;3235.53;3257.85;3458250000
Dec 31 2019;3215.18;3231.72;3212.03;3230.78;2893810000
Dec 30 2019;3240.09;3240.92;3216.57;3221.29;3013290000
Dec 27 2019;3247.23;3247.93;3234.37;3240.02;2428670000
Dec 26 2019;3227.20;3240.08;3227.20;3239.91;2160680000
Dec 24 2019;3225.45;3226.43;3220.51;3223.38;1296540000
Dec 23 2019;3226.05;3227.78;3222.30;3224.01;3060610000
Dec 20 2019;3223.33;3225.65;3216.03;3221.22;6454270000
Dec 19 2019;3192.32;3205.48;3192.32;3205.37;3720450000
Dec 18 2019;3195.21;3198.48;3191.14;3191.14;4014080000
Dec 17 2019;3195.40;3198.22;3191.03;3192.52;3837540000
Dec 16 2019;3183.63;3197.71;3183.63;3191.45;4051790000
Dec 13 2019;3166.65;3182.68;3156.51;3168.80;3736870000
Dec 12 2019;3141.23;3176.28;3138.47;3168.57;3990690000
Dec 11 2019;3135.75;3143.98;3133.21;3141.63;3252540000
Dec 10 2019;3135.36;3142.12;3126.09;3132.52;3343790000
Dec 09 2019;3141.86;3148.87;3135.46;3135.96;3345990000
Dec 06 2019;3134.62;3150.60;3134.62;3145.91;3479480000
Dec 05 2019;3119.21;3119.45;3103.76;3117.43;3355750000
Dec 04 2019;3103.50;3119.38;3102.53;3112.76;3695030000
Dec 03 2019;3087.41;3094.97;3070.33;3093.20;3653390000
Dec 02 2019;3143.85;3144.31;3110.78;3113.87;3268740000
Nov 29 2019;3147.18;3150.30;3139.34;3140.98;1743020000
Nov 27 2019;3145.49;3154.26;3143.41;3153.63;3033090000
Nov 26 2019;3134.85;3142.69;3131.00;3140.52;4595590000
Nov 25 2019;3117.44;3133.83;3117.44;3133.64;3511530000
Nov 22 2019;3111.41;3112.87;3099.26;3110.29;3226780000
Nov 21 2019;3108.49;3110.11;3094.55;3103.54;3720560000
Nov 20 2019;3114.66;3118.97;3091.41;3108.46;4034890000
Nov 19 2019;3127.45;3127.64;3113.47;3120.18;3590070000
Nov 18 2019;3117.91;3124.17;3112.06;3122.03;3436690000
Nov 15 2019;3107.92;3120.46;3104.60;3120.46;3335650000
Nov 14 2019;3090.75;3098.20;3083.26;3096.63;3276070000
Nov 13 2019;3084.18;3098.06;3078.80;3094.04;3509280000
Nov 12 2019;3089.28;3102.61;3084.73;3091.84;3466010000
Nov 11 2019;3080.33;3088.33;3075.82;3087.01;3035530000
Nov 08 2019;3081.25;3093.09;3073.58;3093.08;3499150000
Nov 07 2019;3087.02;3097.77;3080.23;3085.18;4144640000
Nov 06 2019;3075.10;3078.34;3065.89;3076.78;4458190000
Nov 05 2019;3080.80;3083.95;3072.15;3074.62;4486130000
Nov 04 2019;3078.96;3085.20;3074.87;3078.27;4146850000
Nov 01 2019;3050.72;3066.95;3050.72;3066.91;3930200000
Oct 31 2019;3046.90;3046.90;3023.19;3037.56;4139280000
Oct 30 2019;3039.74;3050.10;3025.96;3046.77;3776030000
Oct 29 2019;3035.39;3047.87;3034.81;3036.89;3589930000
Oct 28 2019;3032.12;3044.08;3032.12;3039.42;3521230000
Oct 25 2019;3003.32;3027.39;3001.94;3022.55;3370370000
Oct 24 2019;3014.78;3016.07;3000.42;3010.29;3692600000
Oct 23 2019;2994.01;3004.78;2991.21;3004.52;3392870000
Oct 22 2019;3010.73;3014.57;2995.04;2995.99;3523890000
Oct 21 2019;2996.48;3007.33;2995.35;3006.72;3271620000
Oct 18 2019;2996.84;3000.00;2976.31;2986.20;3264290000
Oct 17 2019;3000.77;3008.29;2991.79;2997.95;3115960000
Oct 16 2019;2989.68;2997.54;2985.20;2989.69;3222570000
Oct 15 2019;2973.61;3003.28;2973.61;2995.68;3340740000
Oct 14 2019;2965.81;2972.84;2962.94;2966.15;2557020000
Oct 11 2019;2963.07;2993.28;2963.07;2970.27;3580460000
Oct 10 2019;2918.55;2948.46;2917.12;2938.13;3217250000
Oct 09 2019;2911.10;2929.32;2907.41;2919.40;2726820000
Oct 08 2019;2920.40;2925.47;2892.66;2893.06;3356450000
Oct 07 2019;2944.23;2959.75;2935.68;2938.79;2940140000
Oct 04 2019;2918.56;2953.74;2918.56;2952.01;2990830000
Oct 03 2019;2885.38;2911.13;2855.94;2910.63;3503640000
Oct 02 2019;2924.78;2924.78;2874.93;2887.61;3912520000
Oct 01 2019;2983.69;2992.53;2938.70;2940.25;3558040000
Sep 30 2019;2967.07;2983.85;2967.07;2976.74;3247610000
Sep 27 2019;2985.47;2987.31;2945.53;2961.79;3243650000
Sep 26 2019;2985.73;2987.28;2963.71;2977.62;3077240000
Sep 25 2019;2968.35;2989.82;2952.86;2984.87;3318870000
Sep 24 2019;3002.43;3007.98;2957.73;2966.60;3868160000
Sep 23 2019;2983.50;2999.15;2982.23;2991.78;3186590000
Sep 20 2019;3008.42;3016.37;2984.68;2992.07;6094740000
Sep 19 2019;3010.36;3021.99;3003.16;3006.79;3251290000
Sep 18 2019;3001.50;3007.83;2978.57;3006.73;3435540000
Sep 17 2019;2995.67;3006.21;2993.73;3005.70;3671840000
Sep 16 2019;2996.41;3002.19;2990.67;2997.96;4274640000
Sep 13 2019;3012.21;3017.33;3002.90;3007.39;3520060000
Sep 12 2019;3009.08;3020.74;3000.92;3009.57;3791860000
Sep 11 2019;2981.41;3000.93;2975.31;3000.93;3927550000
Sep 10 2019;2971.01;2979.39;2957.01;2979.39;4390770000
Sep 09 2019;2988.43;2989.43;2969.39;2978.43;4002890000
Sep 06 2019;2980.33;2985.03;2972.51;2978.71;3208280000
Sep 05 2019;2960.60;2985.86;2960.60;2976.00;3890700000
Sep 04 2019;2924.67;2938.84;2921.86;2937.78;3163260000
Sep 03 2019;2909.01;2914.39;2891.85;2906.27;3426790000
Aug 30 2019;2937.09;2940.43;2913.32;2926.46;3008450000
Aug 29 2019;2910.37;2930.50;2905.67;2924.58;3176190000
Aug 28 2019;2861.28;2890.03;2853.05;2887.94;3097420000
Aug 27 2019;2893.14;2898.79;2860.59;2869.16;3533630000
Aug 26 2019;2866.70;2879.27;2856.00;2878.38;2857600000
Aug 23 2019;2911.07;2927.01;2834.97;2847.11;3937300000
Aug 22 2019;2930.94;2939.08;2904.51;2922.95;2890880000
Aug 21 2019;2922.04;2928.73;2917.91;2924.43;3011190000
Aug 20 2019;2919.01;2923.63;2899.60;2900.51;3066300000
Aug 19 2019;2913.48;2931.00;2913.48;2923.65;3212880000
Aug 16 2019;2864.74;2893.63;2864.74;2888.68;3498150000
Aug 15 2019;2846.20;2856.67;2825.51;2847.60;4038000000
Aug 14 2019;2894.15;2894.15;2839.64;2840.60;4312530000
Aug 13 2019;2880.72;2943.31;2877.05;2926.32;3853600000
Aug 12 2019;2907.07;2907.58;2873.14;2882.70;2851630000
Aug 09 2019;2930.51;2935.75;2900.15;2918.65;3350640000
Aug 08 2019;2896.21;2938.72;2894.47;2938.09;4106370000
Aug 07 2019;2858.65;2892.17;2825.71;2883.98;4491750000
Aug 06 2019;2861.18;2884.40;2847.42;2881.77;4154240000
Aug 05 2019;2898.07;2898.07;2822.12;2844.74;4513730000
Aug 02 2019;2943.90;2945.50;2914.11;2932.05;3874660000
Aug 01 2019;2980.32;3013.59;2945.23;2953.56;4762300000
Jul 31 2019;3016.22;3017.40;2958.08;2980.38;4623430000
Jul 30 2019;3007.66;3017.19;3000.94;3013.18;3634330000
Jul 29 2019;3024.47;3025.61;3014.30;3020.97;3203710000
Jul 26 2019;3013.25;3027.98;3012.59;3025.86;3257590000
Jul 25 2019;3016.26;3016.31;2997.24;3003.67;3645270000
Jul 24 2019;2998.77;3019.59;2996.82;3019.56;3428980000
Jul 23 2019;2994.74;3005.90;2988.56;3005.47;3313660000
Jul 22 2019;2981.93;2990.71;2976.65;2985.03;3003720000
Jul 19 2019;3004.26;3006.02;2975.86;2976.61;3260360000
Jul 18 2019;2978.87;2998.28;2973.09;2995.11;3296580000
Jul 17 2019;3005.10;3005.26;2984.25;2984.42;3181600000
Jul 16 2019;3012.13;3015.02;3001.15;3004.04;3290650000
Jul 15 2019;3017.80;3017.80;3008.77;3014.30;2874970000
Jul 12 2019;3003.36;3013.92;3001.87;3013.77;2974960000
Jul 11 2019;2999.62;3002.33;2988.80;2999.91;3154620000
Jul 10 2019;2989.30;3002.98;2984.62;2993.07;3154240000
Jul 09 2019;2965.52;2981.90;2963.44;2979.63;3028210000
Jul 08 2019;2979.77;2980.76;2970.09;2975.95;2904550000
Jul 05 2019;2984.25;2994.03;2967.97;2990.41;2434210000
Jul 03 2019;2978.08;2995.84;2977.96;2995.82;1963720000
Jul 02 2019;2964.66;2973.21;2955.92;2973.01;3206840000
Jul 01 2019;2971.41;2977.93;2952.22;2964.33;3513270000
Jun 28 2019;2932.94;2943.98;2929.05;2941.76;5420700000
Jun 27 2019;2919.66;2929.30;2918.57;2924.92;3122920000
Jun 26 2019;2926.07;2932.59;2912.99;2913.78;3478130000
Jun 25 2019;2945.78;2946.52;2916.01;2917.38;3578050000
Jun 24 2019;2951.42;2954.92;2944.05;2945.35;3136250000
Jun 21 2019;2952.71;2964.15;2946.87;2950.46;5000120000
Jun 20 2019;2949.60;2958.06;2931.50;2954.18;3905940000
Jun 19 2019;2920.55;2931.74;2911.43;2926.46;3287890000
Jun 18 2019;2906.71;2930.79;2905.44;2917.75;3437620000
Jun 17 2019;2889.75;2897.27;2887.30;2889.67;2810140000
Jun 14 2019;2886.82;2894.45;2879.62;2886.98;2922330000
Jun 13 2019;2886.24;2895.24;2881.99;2891.64;3069810000
Jun 12 2019;2882.73;2888.57;2874.68;2879.84;3034130000
Jun 11 2019;2903.27;2910.61;2878.53;2885.72;3548420000
Jun 10 2019;2885.83;2904.77;2885.51;2886.73;3209210000
Jun 07 2019;2852.87;2884.97;2852.87;2873.34;3220250000
Jun 06 2019;2828.51;2852.10;2822.45;2843.49;3396410000
Jun 05 2019;2818.09;2827.28;2800.92;2826.15;3548830000
Jun 04 2019;2762.64;2804.49;2762.64;2803.27;3810430000
Jun 03 2019;2751.53;2763.07;2728.81;2744.45;3966700000
May 31 2019;2766.15;2768.98;2750.52;2752.06;3981020000
May 30 2019;2786.94;2799.00;2776.74;2788.86;3273790000
May 29 2019;2790.25;2792.03;2766.06;2783.02;3700050000
May 28 2019;2830.03;2840.51;2801.58;2802.39;4121410000
May 24 2019;2832.41;2841.36;2820.19;2826.06;2887390000
May 23 2019;2836.70;2836.70;2805.49;2822.24;3891980000
May 22 2019;2856.06;2865.47;2851.11;2856.27;3192510000
May 21 2019;2854.02;2868.88;2854.02;2864.36;3218700000
May 20 2019;2841.94;2853.86;2831.29;2840.23;3288870000
May 17 2019;2858.60;2885.48;2854.23;2859.53;3257950000
May 16 2019;2855.80;2892.15;2855.80;2876.32;3338060000
May 15 2019;2820.38;2858.68;2815.08;2850.96;3125950000
May 14 2019;2820.12;2852.54;2820.12;2834.41;3322720000
May 13 2019;2840.19;2840.19;2801.43;2811.87;3894030000
May 10 2019;2863.10;2891.31;2825.39;2881.40;3529600000
May 09 2019;2859.84;2875.97;2836.40;2870.72;3638820000
May 08 2019;2879.61;2897.96;2873.28;2879.42;3485790000
May 07 2019;2913.03;2913.03;2862.60;2884.05;3767100000
May 06 2019;2908.89;2937.32;2898.21;2932.47;3181520000
May 03 2019;2929.21;2947.85;2929.21;2945.64;3338120000
May 02 2019;2922.16;2931.68;2900.50;2917.52;3778890000
May 01 2019;2952.33;2954.13;2923.36;2923.73;3645850000
Apr 30 2019;2937.14;2948.22;2924.11;2945.83;3919330000
Apr 29 2019;2940.58;2949.52;2939.35;2943.03;3118780000
Apr 26 2019;2925.81;2939.88;2917.56;2939.88;3248500000
Apr 25 2019;2928.99;2933.10;2912.84;2926.17;3425280000
Apr 24 2019;2934.00;2936.83;2926.05;2927.25;3448960000
Apr 23 2019;2909.99;2936.31;2908.53;2933.68;3635030000
Apr 22 2019;2898.78;2909.51;2896.35;2907.97;2997950000
Apr 18 2019;2904.81;2908.40;2891.90;2905.03;3506850000
Apr 17 2019;2916.04;2918.00;2895.45;2900.45;3602300000
Apr 16 2019;2912.26;2916.06;2900.71;2907.06;3402210000
Apr 15 2019;2908.32;2909.60;2896.48;2905.58;3088330000
Apr 12 2019;2900.86;2910.54;2898.37;2907.41;3688490000
Apr 11 2019;2891.92;2893.42;2881.99;2888.32;2938540000
Apr 10 2019;2881.37;2889.71;2879.13;2888.21;3062380000
Apr 09 2019;2886.58;2886.88;2873.33;2878.20;3007980000
Apr 08 2019;2888.46;2895.95;2880.78;2895.77;3054030000
Apr 05 2019;2884.16;2893.24;2882.99;2892.74;3146820000
Apr 04 2019;2873.99;2881.28;2867.14;2879.39;3015180000
Apr 03 2019;2876.09;2885.25;2865.17;2873.40;3550240000
